product_cat2,mu,sigma,p90,p95,n,use_global
붕어빵,110.73889751552795,174.16509191903262,255.0,397.0,18,True
비비고 Basic만두,110.73889751552795,174.16509191903262,255.0,397.0,22,True
비비고 떡볶이,110.73889751552795,174.16509191903262,255.0,397.0,6,True
비비고 떡볶이(X),110.73889751552795,174.16509191903262,255.0,397.0,3,True
비비고 수제만두,70.58175355450237,136.4158046282588,133.0,177.8499999999999,844,False
비비고 왕교자,70.81980198019802,60.31850449173292,131.60000000000014,191.29999999999995,1515,False
비비고 원물강화만두,110.73889751552795,174.16509191903262,255.0,397.0,8,True
비비고 죽 프리미엄(파우치),108.15625,70.48763605014358,245.80000000000013,253.7,32,False
비비고 죽(용기),82.65094339622641,54.67555116627923,174.0,211.75,106,False
비비고 죽(파우치),97.60740740740741,59.042620675588466,177.60000000000005,220.29999999999995,135,False
비비고 한식반찬,84.14506769825918,66.02268117284193,154.80000000000024,222.2,517,False
비비고 한식반찬[X],110.73889751552795,174.16509191903262,255.0,397.0,3,True
비비고무침,110.73889751552795,174.16509191903262,255.0,397.0,3,True
비비고별미김치,27.34494773519164,35.22732795364085,62.0,79.69999999999999,287,False
비비고볶음,110.73889751552795,174.16509191903262,255.0,397.0,12,True
비비고성형밥(OEM),53.71641791044776,60.33755939492248,115.6,135.69999999999996,67,False
비비고썰은김치,29.291187739463602,225.4563007817497,29.0,36.0,261,False
비비고일반,78.62,49.241401279817374,158.90000000000003,182.75,50,False
비비고조림,110.73889751552795,174.16509191903262,255.0,397.0,13,True
비비고찬류,110.73889751552795,174.16509191903262,255.0,397.0,17,True
비비고포기김치,14.170731707317072,9.889394267436176,24.0,26.0,41,False
비엔나,22.597359735973598,30.713241889329076,33.0,37.799999999999955,303,False
사각햄,24.017543859649123,13.831683978701683,44.999999999999986,52.59999999999999,57,False
사찰식 B2B,110.73889751552795,174.16509191903262,255.0,397.0,1,True
산들애 분말,110.73889751552795,174.16509191903262,255.0,397.0,4,True
산들애 액상,110.73889751552795,174.16509191903262,255.0,397.0,4,True
삼호간편식,110.73889751552795,174.16509191903262,255.0,397.0,14,True
삼호부산,9.805309734513274,21.713279818564622,14.799999999999997,19.0,113,False
삼호안심부산,9.843137254901961,5.26688712253768,13.0,17.0,51,False
삼호어묵,64.9247311827957,129.08876137410172,374.5,389.25,186,False
상온 안주일품요리,110.73889751552795,174.16509191903262,255.0,397.0,3,True
상온 일품요리,110.73889751552795,174.16509191903262,255.0,397.0,7,True
상온파우치,110.73889751552795,174.16509191903262,255.0,397.0,1,True
생면떡,110.73889751552795,174.16509191903262,255.0,397.0,4,True
생면떡사리,110.73889751552795,174.16509191903262,255.0,397.0,3,True
성형햄,21.96923076923077,9.92273106135485,33.6,41.599999999999994,65,False
손만두,76.44152046783626,85.42299857419825,160.30000000000024,205.89999999999998,342,False
수)반찬,110.73889751552795,174.16509191903262,255.0,397.0,1,True
수)비비고죽(파우치),110.73889751552795,174.16509191903262,255.0,397.0,1,True
수)조리냉동,110.73889751552795,174.16509191903262,255.0,397.0,1,True
수)치킨,110.73889751552795,174.16509191903262,255.0,397.0,1,True
수)파우치 죽(프리미엄),110.73889751552795,174.16509191903262,255.0,397.0,1,True
수)프라잉,110.73889751552795,174.16509191903262,255.0,397.0,1,True
수)피자,110.73889751552795,174.16509191903262,255.0,397.0,2,True
수입콩두부,9.809302325581395,8.228476192071225,16.0,20.0,215,False
수출삼해김,110.73889751552795,174.16509191903262,255.0,397.0,1,True
수출용 비비고만두,110.73889751552795,174.16509191903262,255.0,397.0,3,True
수출용컵반(국밥),110.73889751552795,174.16509191903262,255.0,397.0,1,True
수출조미김,110.73889751552795,174.16509191903262,255.0,397.0,1,True
숙주,4.5,2.6596107632066586,7.0,9.399999999999991,34,False
순두부,12.533333333333333,6.081301030389978,21.1,22.549999999999997,30,False
스낵(Baked),110.73889751552795,174.16509191903262,255.0,397.0,11,True
스낵(Frying),66.5,37.06368393274833,123.30000000000001,140.29999999999993,30,False
스낵(Frying) [X],110.73889751552795,174.16509191903262,255.0,397.0,1,True
스팸,276.96666666666664,246.18125436352787,578.1000000000003,724.8,90,False
스팸 김밥햄,110.73889751552795,174.16509191903262,255.0,397.0,5,True
스팸(X),110.73889751552795,174.16509191903262,255.0,397.0,2,True
스팸OOC,110.73889751552795,174.16509191903262,255.0,397.0,28,True
스팸기획,352.32394366197184,235.73276673815414,729.0,827.5,71,False
스팸냉동밥,63.088235294117645,46.3112028417587,143.69999999999996,168.0,34,False
스팸싱글,110.73889751552795,174.16509191903262,255.0,397.0,18,True
스팸일반,312.2611336032389,218.64003029723892,603.9000000000001,787.8000000000002,1482,False
슬라이스,18.29230769230769,12.605521472657651,29.10000000000001,34.0,130,False
시니어건강,110.73889751552795,174.16509191903262,255.0,397.0,3,True
식품기타,110.73889751552795,174.16509191903262,255.0,397.0,1,True
쌈장가정용,162.85611510791367,104.9910966524044,328.6,347.0,139,False
쌈장업소용,110.73889751552795,174.16509191903262,255.0,397.0,21,True
씨푸드 식재료,110.73889751552795,174.16509191903262,255.0,397.0,1,True
알파미컵밥,110.73889751552795,174.16509191903262,255.0,397.0,2,True
양식반찬,71.92957746478874,57.343988951201744,128.50000000000003,193.39999999999986,142,False
업소전용유,110.73889751552795,174.16509191903262,255.0,397.0,19,True
연두부류,110.73889751552795,174.16509191903262,255.0,397.0,28,True
오일류 드레싱,110.73889751552795,174.16509191903262,255.0,397.0,1,True
옥수수유가정용,110.73889751552795,174.16509191903262,255.0,397.0,3,True
옥수수전분,110.73889751552795,174.16509191903262,255.0,397.0,4,True
올리고당 소물,110.73889751552795,174.16509191903262,255.0,397.0,22,True
올리브유,291.06451612903226,170.76562611800873,508.0,600.0,31,False
올리브유가정용,110.73889751552795,174.16509191903262,255.0,397.0,6,True
완자류,79.36904761904762,53.886074657095904,144.0,183.4499999999999,84,False
외식향만두,106.46153846153847,61.62119438661617,210.89999999999998,234.29999999999998,78,False
요거젤리,56.296875,36.60459315761309,108.60000000000002,122.34999999999994,64,False
요리소스,110.73889751552795,174.16509191903262,255.0,397.0,4,True
요리유,393.969696969697,220.89034504991793,678.5,839.5,66,False
요리초,110.73889751552795,174.16509191903262,255.0,397.0,5,True
용기 죽,82.45679012345678,48.95577479718801,150.0,168.0,81,False
용기면,89.1275720164609,39.75703189956364,140.0,145.89999999999998,243,False
용도별밀가루,110.73889751552795,174.16509191903262,255.0,397.0,1,True
우동,43.262135922330096,30.65402337109917,75.6,106.89999999999999,103,False
워터젤리,110.73889751552795,174.16509191903262,255.0,397.0,11,True
원물김,110.73889751552795,174.16509191903262,255.0,397.0,6,True
원물형,110.73889751552795,174.16509191903262,255.0,397.0,6,True
원플레이트소스,110.73889751552795,174.16509191903262,255.0,397.0,15,True
유기농두부,110.73889751552795,174.16509191903262,255.0,397.0,7,True
유복합세트,110.73889751552795,174.16509191903262,255.0,397.0,1,True
육공육 바비큐,110.73889751552795,174.16509191903262,255.0,397.0,1,True
육공육 비엔나,110.73889751552795,174.16509191903262,255.0,397.0,17,True
육공육 슬라이스,110.73889751552795,174.16509191903262,255.0,397.0,20,True
육공육 후랑크,110.73889751552795,174.16509191903262,255.0,397.0,29,True
음료　,58.050632911392405,17.767057223531232,80.2,86.19999999999999,79,False
일반 국물,99.0163043478261,74.61524319317694,196.0,236.64999999999998,368,False
일반 국물 B2B,98.375,79.81492263355268,220.3,290.74999999999966,64,False
